date,store_id,item_id,category,sales_units,on_promotion,base_price,unit_cost,shelf_life_days,holding_cost_per_day,spoilage_cost_per_unit,stockout_cost_per_unit
2025-04-23,STORE_06,ITEM_MEAT_01,Meat,29,0,192.03,124.3,5,4.69,123.87,115.65
2025-04-23,STORE_06,ITEM_MEAT_02,Meat,19,0,123.26,63.36,5,1.35,65.74,108.43
2025-04-23,STORE_06,ITEM_PRODUCE_01,Produce,27,0,32.48,16.59,4,0.6,22.0,65.73
2025-04-23,STORE_06,ITEM_PRODUCE_02,Produce,17,0,22.87,13.8,4,0.52,19.64,58.05
2025-04-23,STORE_07,ITEM_BAKERY_01,Bakery,24,0,48.37,33.49,3,0.89,39.18,67.18
2025-04-23,STORE_07,ITEM_BAKERY_02,Bakery,16,0,26.23,15.47,3,0.32,19.33,60.43
2025-04-23,STORE_07,ITEM_DAIRY_01,Dairy,35,0,62.58,36.43,7,1.63,41.48,74.8
2025-04-23,STORE_07,ITEM_DAIRY_02,Dairy,27,0,36.08,20.33,7,0.51,27.94,68.86
2025-04-23,STORE_07,ITEM_MEAT_01,Meat,26,0,191.54,123.97,5,4.7,126.19,115.6
2025-04-23,STORE_07,ITEM_MEAT_02,Meat,12,0,124.1,64.79,5,1.38,70.49,110.21
2025-04-23,STORE_07,ITEM_PRODUCE_01,Produce,24,0,32.46,16.45,4,0.58,21.79,66.45
2025-04-23,STORE_07,ITEM_PRODUCE_02,Produce,26,0,23.36,14.17,4,0.51,19.11,59.07
2025-04-23,STORE_08,ITEM_BAKERY_01,Bakery,19,0,49.99,33.68,3,0.91,38.99,65.07
2025-04-23,STORE_08,ITEM_BAKERY_02,Bakery,15,0,24.89,15.17,3,0.31,19.82,59.91
2025-04-23,STORE_08,ITEM_DAIRY_01,Dairy,38,0,61.43,36.03,7,1.63,42.89,75.85
2025-04-23,STORE_08,ITEM_DAIRY_02,Dairy,37,0,38.78,20.57,7,0.51,29.12,69.89
2025-04-23,STORE_08,ITEM_MEAT_01,Meat,27,0,198.51,125.67,5,4.77,129.38,114.29
2025-04-23,STORE_08,ITEM_MEAT_02,Meat,18,0,121.81,65.82,5,1.38,69.29,112.44
2025-04-23,STORE_08,ITEM_PRODUCE_01,Produce,37,0,31.95,16.2,4,0.59,22.02,66.51
2025-04-23,STORE_08,ITEM_PRODUCE_02,Produce,23,0,23.38,13.78,4,0.53,19.04,59.02
2025-04-24,STORE_01,ITEM_BAKERY_01,Bakery,17,0,49.92,33.76,3,0.91,40.11,64.34
2025-04-24,STORE_01,ITEM_BAKERY_02,Bakery,18,0,25.7,15.41,3,0.32,20.13,60.63
2025-04-24,STORE_01,ITEM_DAIRY_01,Dairy,57,0,62.93,36.32,7,1.66,42.39,74.39
2025-04-24,STORE_01,ITEM_DAIRY_02,Dairy,33,0,37.27,20.63,7,0.52,27.24,69.53
2025-04-24,STORE_01,ITEM_MEAT_01,Meat,19,0,201.21,124.14,5,4.8,128.36,115.7
2025-04-24,STORE_01,ITEM_MEAT_02,Meat,14,1,131.64,63.81,5,1.37,68.05,110.78
2025-04-24,STORE_01,ITEM_PRODUCE_01,Produce,29,0,35.23,15.94,4,0.61,22.85,67.98
2025-04-24,STORE_01,ITEM_PRODUCE_02,Produce,24,1,22.73,13.68,4,0.51,20.03,58.62
2025-04-24,STORE_02,ITEM_BAKERY_01,Bakery,24,0,51.19,33.66,3,0.9,40.14,67.0
2025-04-24,STORE_02,ITEM_BAKERY_02,Bakery,19,0,25.18,15.18,3,0.32,19.43,58.99
2025-04-24,STORE_02,ITEM_DAIRY_01,Dairy,40,0,61.16,35.66,7,1.69,43.02,77.4
2025-04-24,STORE_02,ITEM_DAIRY_02,Dairy,42,0,40.48,20.74,7,0.51,27.49,68.2
2025-04-24,STORE_02,ITEM_MEAT_01,Meat,21,0,196.19,123.54,5,4.68,129.11,118.28
2025-04-24,STORE_02,ITEM_MEAT_02,Meat,12,1,126.76,63.83,5,1.35,67.51,109.82
2025-04-24,STORE_02,ITEM_PRODUCE_01,Produce,40,0,33.22,16.26,4,0.6,21.9,64.7
2025-04-24,STORE_02,ITEM_PRODUCE_02,Produce,40,1,22.46,14.15,4,0.51,20.05,58.07
2025-04-24,STORE_03,ITEM_BAKERY_01,Bakery,13,0,50.76,34.16,3,0.96,39.86,65.2
2025-04-24,STORE_03,ITEM_BAKERY_02,Bakery,21,0,25.86,15.41,3,0.32,20.06,58.95
2025-04-24,STORE_03,ITEM_DAIRY_01,Dairy,40,0,64.59,36.3,7,1.61,42.39,74.38
2025-04-24,STORE_03,ITEM_DAIRY_02,Dairy,32,0,40.28,20.44,7,0.5,28.07,69.57
2025-04-24,STORE_03,ITEM_MEAT_01,Meat,37,0,196.98,125.48,5,4.83,123.68,115.77
2025-04-24,STORE_03,ITEM_MEAT_02,Meat,25,1,131.0,63.36,5,1.36,68.42,108.94
2025-04-24,STORE_03,ITEM_PRODUCE_01,Produce,22,0,32.33,16.37,4,0.58,22.61,65.89
2025-04-24,STORE_03,ITEM_PRODUCE_02,Produce,16,1,24.14,14.07,4,0.51,20.18,58.03
2025-04-24,STORE_04,ITEM_BAKERY_01,Bakery,15,0,48.17,33.0,3,0.91,39.76,67.44
2025-04-24,STORE_04,ITEM_BAKERY_02,Bakery,19,0,24.8,15.22,3,0.33,20.2,61.53
2025-04-24,STORE_04,ITEM_DAIRY_01,Dairy,41,0,59.74,36.01,7,1.66,41.0,75.33
2025-04-24,STORE_04,ITEM_DAIRY_02,Dairy,33,0,39.07,20.73,7,0.51,28.07,70.27
2025-04-24,STORE_04,ITEM_MEAT_01,Meat,19,0,193.64,124.39,5,4.7,131.79,113.35
2025-04-24,STORE_04,ITEM_MEAT_02,Meat,21,1,120.47,64.06,5,1.39,69.32,106.66
2025-04-24,STORE_04,ITEM_PRODUCE_01,Produce,33,0,33.64,16.49,4,0.6,23.09,66.75
2025-04-24,STORE_04,ITEM_PRODUCE_02,Produce,25,1,22.22,13.82,4,0.51,19.46,57.41
2025-04-24,STORE_05,ITEM_BAKERY_01,Bakery,17,0,50.58,33.13,3,0.9,39.44,67.02
2025-04-24,STORE_05,ITEM_BAKERY_02,Bakery,20,0,23.59,15.25,3,0.33,19.85,59.44
2025-04-24,STORE_05,ITEM_DAIRY_01,Dairy,31,0,61.17,35.77,7,1.65,41.31,74.98
2025-04-24,STORE_05,ITEM_DAIRY_02,Dairy,24,0,40.0,20.48,7,0.5,28.49,68.25
2025-04-24,STORE_05,ITEM_MEAT_01,Meat,36,0,192.56,125.12,5,4.71,131.04,115.81
2025-04-24,STORE_05,ITEM_MEAT_02,Meat,17,1,124.94,63.99,5,1.41,65.15,111.31
2025-04-24,STORE_05,ITEM_PRODUCE_01,Produce,24,0,32.53,16.52,4,0.59,22.47,67.37
2025-04-24,STORE_05,ITEM_PRODUCE_02,Produce,31,1,23.09,13.77,4,0.5,20.16,57.91
2025-04-24,STORE_06,ITEM_BAKERY_01,Bakery,14,0,48.59,33.64,3,0.91,38.98,66.26
2025-04-24,STORE_06,ITEM_BAKERY_02,Bakery,24,0,24.31,15.2,3,0.32,20.19,60.27
2025-04-24,STORE_06,ITEM_DAIRY_01,Dairy,49,0,60.76,36.58,7,1.63,43.01,74.07
2025-04-24,STORE_06,ITEM_DAIRY_02,Dairy,15,0,39.83,20.52,7,0.49,28.65,66.89
2025-04-24,STORE_06,ITEM_MEAT_01,Meat,25,0,194.2,124.37,5,4.65,125.9,114.63
2025-04-24,STORE_06,ITEM_MEAT_02,Meat,24,1,120.6,64.18,5,1.36,66.74,111.73
2025-04-24,STORE_06,ITEM_PRODUCE_01,Produce,36,0,32.52,16.39,4,0.6,23.11,68.33
2025-04-24,STORE_06,ITEM_PRODUCE_02,Produce,19,1,22.61,13.63,4,0.51,19.56,58.48
2025-04-24,STORE_07,ITEM_BAKERY_01,Bakery,14,0,49.19,33.6,3,0.9,39.9,67.92
2025-04-24,STORE_07,ITEM_BAKERY_02,Bakery,16,0,25.71,15.38,3,0.33,20.17,56.67
2025-04-24,STORE_07,ITEM_DAIRY_01,Dairy,29,0,61.73,36.09,7,1.67,42.37,75.97
2025-04-24,STORE_07,ITEM_DAIRY_02,Dairy,47,0,36.96,20.38,7,0.51,28.28,66.67
2025-04-24,STORE_07,ITEM_MEAT_01,Meat,33,0,188.59,125.7,5,4.82,127.91,113.97
2025-04-24,STORE_07,ITEM_MEAT_02,Meat,39,1,126.5,65.86,5,1.38,67.14,110.25
2025-04-24,STORE_07,ITEM_PRODUCE_01,Produce,41,0,32.47,16.42,4,0.59,22.74,65.76
2025-04-24,STORE_07,ITEM_PRODUCE_02,Produce,36,1,22.91,13.94,4,0.5,19.99,56.47
2025-04-24,STORE_08,ITEM_BAKERY_01,Bakery,9,0,48.62,33.16,3,0.91,39.9,67.31
2025-04-24,STORE_08,ITEM_BAKERY_02,Bakery,26,0,25.24,15.55,3,0.32,20.3,58.4
2025-04-24,STORE_08,ITEM_DAIRY_01,Dairy,50,0,61.13,36.76,7,1.64,43.27,74.83
2025-04-24,STORE_08,ITEM_DAIRY_02,Dairy,34,0,39.55,20.43,7,0.52,27.21,69.39
2025-04-24,STORE_08,ITEM_MEAT_01,Meat,21,0,200.34,125.3,5,4.79,129.6,113.34
2025-04-24,STORE_08,ITEM_MEAT_02,Meat,18,1,121.92,64.14,5,1.39,65.73,110.77
2025-04-24,STORE_08,ITEM_PRODUCE_01,Produce,31,0,31.91,16.07,4,0.61,22.87,65.88
2025-04-24,STORE_08,ITEM_PRODUCE_02,Produce,23,1,22.9,14.05,4,0.51,20.19,57.83
2025-04-25,STORE_01,ITEM_BAKERY_01,Bakery,11,0,49.61,33.54,3,0.88,40.48,66.46
2025-04-25,STORE_01,ITEM_BAKERY_02,Bakery,15,0,25.94,15.38,3,0.33,19.48,59.57
2025-04-25,STORE_01,ITEM_DAIRY_01,Dairy,41,0,64.07,35.83,7,1.63,41.52,75.85
2025-04-25,STORE_01,ITEM_DAIRY_02,Dairy,29,0,37.76,20.66,7,0.5,28.34,68.36
2025-04-25,STORE_01,ITEM_MEAT_01,Meat,22,0,202.24,124.2,5,4.84,132.51,117.37
2025-04-25,STORE_01,ITEM_MEAT_02,Meat,14,0,132.13,64.08,5,1.35,66.6,111.81
2025-04-25,STORE_01,ITEM_PRODUCE_01,Produce,24,0,34.52,16.38,4,0.6,22.04,64.74
2025-04-25,STORE_01,ITEM_PRODUCE_02,Produce,31,1,22.98,14.04,4,0.53,19.34,59.24
2025-04-25,STORE_02,ITEM_BAKERY_01,Bakery,23,0,49.61,33.37,3,0.86,39.52,65.84
2025-04-25,STORE_02,ITEM_BAKERY_02,Bakery,13,0,25.8,14.95,3,0.32,21.23,58.93
2025-04-25,STORE_02,ITEM_DAIRY_01,Dairy,27,0,61.42,35.96,7,1.61,43.14,76.05
2025-04-25,STORE_02,ITEM_DAIRY_02,Dairy,38,0,40.15,20.22,7,0.51,28.89,67.79
2025-04-25,STORE_02,ITEM_MEAT_01,Meat,32,0,198.3,125.46,5,4.72,126.71,116.48
2025-04-25,STORE_02,ITEM_MEAT_02,Meat,20,0,125.87,64.66,5,1.36,62.78,110.14
2025-04-25,STORE_02,ITEM_PRODUCE_01,Produce,28,0,32.9,16.31,4,0.59,22.45,67.28
2025-04-25,STORE_02,ITEM_PRODUCE_02,Produce,27,1,22.14,14.08,4,0.53,19.55,58.98
2025-04-25,STORE_03,ITEM_BAKERY_01,Bakery,20,0,48.81,33.7,3,0.94,40.66,66.82
2025-04-25,STORE_03,ITEM_BAKERY_02,Bakery,11,0,26.87,15.26,3,0.33,20.42,58.62
2025-04-25,STORE_03,ITEM_DAIRY_01,Dairy,38,0,65.59,36.29,7,1.61,42.8,74.04
2025-04-25,STORE_03,ITEM_DAIRY_02,Dairy,46,0,39.78,20.73,7,0.52,29.02,67.29
2025-04-25,STORE_03,ITEM_MEAT_01,Meat,30,0,196.33,126.99,5,4.93,129.93,116.47
2025-04-25,STORE_03,ITEM_MEAT_02,Meat,11,0,133.93,64.15,5,1.41,67.26,107.74
2025-04-25,STORE_03,ITEM_PRODUCE_01,Produce,29,0,32.85,16.32,4,0.62,21.86,65.95
2025-04-25,STORE_03,ITEM_PRODUCE_02,Produce,24,1,23.86,13.94,4,0.52,20.27,60.27
2025-04-25,STORE_04,ITEM_BAKERY_01,Bakery,16,0,48.61,33.21,3,0.92,39.09,68.78
2025-04-25,STORE_04,ITEM_BAKERY_02,Bakery,18,0,25.16,14.84,3,0.32,19.42,59.76
2025-04-25,STORE_04,ITEM_DAIRY_01,Dairy,51,0,59.58,36.19,7,1.63,42.16,77.14
2025-04-25,STORE_04,ITEM_DAIRY_02,Dairy,35,0,38.63,20.99,7,0.52,28.16,67.77
2025-04-25,STORE_04,ITEM_MEAT_01,Meat,31,0,192.05,125.88,5,4.84,128.04,113.13
2025-04-25,STORE_04,ITEM_MEAT_02,Meat,19,0,123.28,64.48,5,1.43,67.42,108.59
2025-04-25,STORE_04,ITEM_PRODUCE_01,Produce,31,0,33.99,16.29,4,0.62,22.55,64.91
2025-04-25,STORE_04,ITEM_PRODUCE_02,Produce,25,1,22.9,14.07,4,0.48,19.8,58.27
2025-04-25,STORE_05,ITEM_BAKERY_01,Bakery,10,0,49.75,33.18,3,0.92,39.25,68.11
2025-04-25,STORE_05,ITEM_BAKERY_02,Bakery,21,0,23.64,15.15,3,0.33,19.45,59.7
2025-04-25,STORE_05,ITEM_DAIRY_01,Dairy,58,0,61.2,36.05,7,1.67,42.42,74.78
2025-04-25,STORE_05,ITEM_DAIRY_02,Dairy,47,0,39.74,20.22,7,0.51,27.77,67.97
2025-04-25,STORE_05,ITEM_MEAT_01,Meat,27,0,191.84,126.08,5,4.72,125.75,115.03
2025-04-25,STORE_05,ITEM_MEAT_02,Meat,15,0,122.56,64.66,5,1.41,67.07,109.58
2025-04-25,STORE_05,ITEM_PRODUCE_01,Produce,38,0,32.54,16.38,4,0.62,22.29,66.57
2025-04-25,STORE_05,ITEM_PRODUCE_02,Produce,19,1,21.83,14.03,4,0.5,18.93,57.37
2025-04-25,STORE_06,ITEM_BAKERY_01,Bakery,28,0,47.31,33.87,3,0.91,39.06,67.13
2025-04-25,STORE_06,ITEM_BAKERY_02,Bakery,29,0,24.33,15.44,3,0.31,19.65,60.03
2025-04-25,STORE_06,ITEM_DAIRY_01,Dairy,48,0,60.57,35.82,7,1.66,42.04,76.35
2025-04-25,STORE_06,ITEM_DAIRY_02,Dairy,19,0,39.7,20.81,7,0.5,28.04,69.67
2025-04-25,STORE_06,ITEM_MEAT_01,Meat,26,0,193.52,123.95,5,4.64,126.5,117.66
2025-04-25,STORE_06,ITEM_MEAT_02,Meat,23,0,120.68,64.17,5,1.36,67.42,111.03
2025-04-25,STORE_06,ITEM_PRODUCE_01,Produce,25,0,32.17,16.34,4,0.58,22.49,65.38
2025-04-25,STORE_06,ITEM_PRODUCE_02,Produce,20,1,22.62,13.99,4,0.51,19.93,59.5
2025-04-25,STORE_07,ITEM_BAKERY_01,Bakery,13,0,50.3,33.25,3,0.9,39.97,66.15
2025-04-25,STORE_07,ITEM_BAKERY_02,Bakery,28,0,25.76,14.98,3,0.33,19.36,60.58
2025-04-25,STORE_07,ITEM_DAIRY_01,Dairy,29,0,61.63,35.95,7,1.65,41.8,76.19
2025-04-25,STORE_07,ITEM_DAIRY_02,Dairy,34,0,35.64,20.81,7,0.5,29.01,66.73
2025-04-25,STORE_07,ITEM_MEAT_01,Meat,25,0,192.11,127.02,5,4.73,130.53,117.88
2025-04-25,STORE_07,ITEM_MEAT_02,Meat,16,0,125.77,64.33,5,1.44,67.21,110.52
2025-04-25,STORE_07,ITEM_PRODUCE_01,Produce,41,0,32.07,16.41,4,0.59,23.04,62.89
2025-04-25,STORE_07,ITEM_PRODUCE_02,Produce,34,1,22.62,13.89,4,0.5,19.09,59.73
2025-04-25,STORE_08,ITEM_BAKERY_01,Bakery,13,0,49.18,33.24,3,0.92,40.07,66.87
2025-04-25,STORE_08,ITEM_BAKERY_02,Bakery,20,0,25.79,15.24,3,0.32,20.08,61.7
2025-04-25,STORE_08,ITEM_DAIRY_01,Dairy,37,0,60.71,35.7,7,1.68,40.02,74.14
2025-04-25,STORE_08,ITEM_DAIRY_02,Dairy,27,0,39.26,20.94,7,0.51,28.95,68.37
2025-04-25,STORE_08,ITEM_MEAT_01,Meat,16,0,196.66,124.36,5,4.9,128.97,116.71
2025-04-25,STORE_08,ITEM_MEAT_02,Meat,16,0,120.62,64.41,5,1.41,67.91,115.72
2025-04-25,STORE_08,ITEM_PRODUCE_01,Produce,29,0,32.24,16.4,4,0.62,22.89,64.48
2025-04-25,STORE_08,ITEM_PRODUCE_02,Produce,36,1,23.42,13.98,4,0.5,20.06,59.45
2025-04-26,STORE_01,ITEM_BAKERY_01,Bakery,32,0,50.21,33.53,3,0.92,40.07,64.46
2025-04-26,STORE_01,ITEM_BAKERY_02,Bakery,37,0,25.69,15.53,3,0.32,19.65,59.36
2025-04-26,STORE_01,ITEM_DAIRY_01,Dairy,101,0,63.64,35.69,7,1.68,41.75,77.77
2025-04-26,STORE_01,ITEM_DAIRY_02,Dairy,52,0,37.71,20.58,7,0.51,28.09,65.63
2025-04-26,STORE_01,ITEM_MEAT_01,Meat,39,0,200.84,123.43,5,4.82,126.35,119.11
2025-04-26,STORE_01,ITEM_MEAT_02,Meat,37,0,132.39,63.62,5,1.37,68.55,114.3
2025-04-26,STORE_01,ITEM_PRODUCE_01,Produce,53,1,35.25,16.56,4,0.61,22.37,64.92
2025-04-26,STORE_01,ITEM_PRODUCE_02,Produce,38,0,22.86,14.08,4,0.52,18.59,58.83
2025-04-26,STORE_02,ITEM_BAKERY_01,Bakery,45,0,50.98,34.17,3,0.91,40.11,65.61
2025-04-26,STORE_02,ITEM_BAKERY_02,Bakery,37,0,24.9,15.46,3,0.32,19.83,59.84
2025-04-26,STORE_02,ITEM_DAIRY_01,Dairy,85,0,61.56,35.25,7,1.6,42.07,78.94
2025-04-26,STORE_02,ITEM_DAIRY_02,Dairy,87,0,40.04,20.53,7,0.51,28.19,66.29
2025-04-26,STORE_02,ITEM_MEAT_01,Meat,40,0,194.94,123.26,5,4.86,121.34,114.42
2025-04-26,STORE_02,ITEM_MEAT_02,Meat,29,0,125.49,64.96,5,1.37,67.67,110.44
2025-04-26,STORE_02,ITEM_PRODUCE_01,Produce,80,1,32.6,16.0,4,0.63,22.18,66.73
2025-04-26,STORE_02,ITEM_PRODUCE_02,Produce,31,0,22.8,13.77,4,0.51,18.83,60.08
2025-04-26,STORE_03,ITEM_BAKERY_01,Bakery,30,0,49.35,34.2,3,0.93,40.09,65.21
2025-04-26,STORE_03,ITEM_BAKERY_02,Bakery,43,0,26.16,15.26,3,0.31,19.79,60.52
2025-04-26,STORE_03,ITEM_DAIRY_01,Dairy,73,0,66.75,35.89,7,1.66,43.0,73.91
2025-04-26,STORE_03,ITEM_DAIRY_02,Dairy,61,0,39.18,20.73,7,0.48,28.84,69.31
2025-04-26,STORE_03,ITEM_MEAT_01,Meat,61,0,199.93,123.33,5,4.71,124.5,116.06
2025-04-26,STORE_03,ITEM_MEAT_02,Meat,39,0,131.71,65.54,5,1.37,67.68,108.02
2025-04-26,STORE_03,ITEM_PRODUCE_01,Produce,64,1,33.18,16.33,4,0.59,22.78,65.54
2025-04-26,STORE_03,ITEM_PRODUCE_02,Produce,34,0,23.32,13.89,4,0.5,19.73,60.61
2025-04-26,STORE_04,ITEM_BAKERY_01,Bakery,38,0,48.13,33.48,3,0.94,39.63,67.91
2025-04-26,STORE_04,ITEM_BAKERY_02,Bakery,37,0,24.74,15.28,3,0.33,19.94,58.61
2025-04-26,STORE_04,ITEM_DAIRY_01,Dairy,85,0,59.44,35.88,7,1.65,42.14,77.46
2025-04-26,STORE_04,ITEM_DAIRY_02,Dairy,77,0,38.19,20.92,7,0.51,28.27,67.52
2025-04-26,STORE_04,ITEM_MEAT_01,Meat,43,0,191.0,126.37,5,4.76,126.57,113.73
2025-04-26,STORE_04,ITEM_MEAT_02,Meat,31,0,124.07,64.55,5,1.41,67.67,114.07
2025-04-26,STORE_04,ITEM_PRODUCE_01,Produce,82,1,33.87,16.33,4,0.57,22.09,66.77
2025-04-26,STORE_04,ITEM_PRODUCE_02,Produce,26,0,22.57,13.8,4,0.51,19.62,59.1
2025-04-26,STORE_05,ITEM_BAKERY_01,Bakery,35,0,50.61,33.52,3,0.94,40.15,65.91
2025-04-26,STORE_05,ITEM_BAKERY_02,Bakery,37,0,24.17,15.16,3,0.32,19.74,60.73
2025-04-26,STORE_05,ITEM_DAIRY_01,Dairy,105,0,61.36,36.34,7,1.66,42.09,77.42
2025-04-26,STORE_05,ITEM_DAIRY_02,Dairy,58,0,39.26,20.44,7,0.5,28.96,67.6
2025-04-26,STORE_05,ITEM_MEAT_01,Meat,32,0,190.95,123.76,5,4.93,133.04,115.77
2025-04-26,STORE_05,ITEM_MEAT_02,Meat,25,0,125.18,63.72,5,1.36,68.02,111.76
2025-04-26,STORE_05,ITEM_PRODUCE_01,Produce,67,1,32.92,16.51,4,0.61,22.45,63.47
2025-04-26,STORE_05,ITEM_PRODUCE_02,Produce,30,0,22.64,13.94,4,0.54,19.15,58.82
2025-04-26,STORE_06,ITEM_BAKERY_01,Bakery,39,0,48.53,32.95,3,0.92,39.82,64.36
2025-04-26,STORE_06,ITEM_BAKERY_02,Bakery,63,0,25.12,15.33,3,0.32,20.29,59.95
2025-04-26,STORE_06,ITEM_DAIRY_01,Dairy,98,0,60.42,36.17,7,1.62,43.62,74.89
2025-04-26,STORE_06,ITEM_DAIRY_02,Dairy,44,0,39.83,20.2,7,0.52,28.65,69.66
2025-04-26,STORE_06,ITEM_MEAT_01,Meat,49,0,193.93,125.16,5,4.58,122.93,117.26
2025-04-26,STORE_06,ITEM_MEAT_02,Meat,44,0,118.89,64.08,5,1.44,68.66,109.41
2025-04-26,STORE_06,ITEM_PRODUCE_01,Produce,80,1,32.43,16.2,4,0.6,22.85,68.78
2025-04-26,STORE_06,ITEM_PRODUCE_02,Produce,37,0,23.0,13.95,4,0.5,19.34,57.26
2025-04-26,STORE_07,ITEM_BAKERY_01,Bakery,42,0,49.18,34.24,3,0.93,39.39,65.01
2025-04-26,STORE_07,ITEM_BAKERY_02,Bakery,37,0,25.95,15.33,3,0.32,20.26,59.69
2025-04-26,STORE_07,ITEM_DAIRY_01,Dairy,72,0,62.15,35.99,7,1.62,40.89,75.22
2025-04-26,STORE_07,ITEM_DAIRY_02,Dairy,57,0,36.36,20.51,7,0.51,29.16,70.15
2025-04-26,STORE_07,ITEM_MEAT_01,Meat,46,0,186.87,126.68,5,4.6,129.89,116.93
2025-04-26,STORE_07,ITEM_MEAT_02,Meat,87,0,125.06,64.58,5,1.36,67.22,108.79
2025-04-26,STORE_07,ITEM_PRODUCE_01,Produce,80,1,32.42,16.42,4,0.6,22.1,66.68
2025-04-26,STORE_07,ITEM_PRODUCE_02,Produce,38,0,22.87,14.01,4,0.5,19.58,59.21
2025-04-26,STORE_08,ITEM_BAKERY_01,Bakery,22,0,49.47,33.76,3,0.92,38.75,65.76
2025-04-26,STORE_08,ITEM_BAKERY_02,Bakery,35,0,25.28,15.35,3,0.32,20.45,60.93
2025-04-26,STORE_08,ITEM_DAIRY_01,Dairy,86,0,60.9,36.45,7,1.67,43.02,74.96
2025-04-26,STORE_08,ITEM_DAIRY_02,Dairy,70,0,38.97,20.58,7,0.52,28.61,67.03
2025-04-26,STORE_08,ITEM_MEAT_01,Meat,51,0,198.46,122.74,5,4.87,123.76,116.83
2025-04-26,STORE_08,ITEM_MEAT_02,Meat,21,0,122.81,64.78,5,1.4,68.39,114.87
2025-04-26,STORE_08,ITEM_PRODUCE_01,Produce,63,1,31.9,16.34,4,0.6,22.59,64.72
2025-04-26,STORE_08,ITEM_PRODUCE_02,Produce,39,0,23.23,13.75,4,0.51,19.4,60.8
2025-04-27,STORE_01,ITEM_BAKERY_01,Bakery,32,0,50.21,33.13,3,0.94,38.79,64.92
2025-04-27,STORE_01,ITEM_BAKERY_02,Bakery,34,0,25.48,15.22,3,0.31,20.44,59.54
2025-04-27,STORE_01,ITEM_DAIRY_01,Dairy,92,0,62.79,36.1,7,1.69,41.71,75.5
2025-04-27,STORE_01,ITEM_DAIRY_02,Dairy,42,0,38.57,20.81,7,0.53,27.75,68.78
2025-04-27,STORE_01,ITEM_MEAT_01,Meat,44,0,200.78,125.81,5,4.88,124.25,115.59
2025-04-27,STORE_01,ITEM_MEAT_02,Meat,20,0,132.33,64.05,5,1.35,70.09,108.74
2025-04-27,STORE_01,ITEM_PRODUCE_01,Produce,56,0,35.06,16.31,4,0.59,23.24,63.2
2025-04-27,STORE_01,ITEM_PRODUCE_02,Produce,45,0,22.73,13.85,4,0.5,18.89,57.61
2025-04-27,STORE_02,ITEM_BAKERY_01,Bakery,40,0,50.71,34.2,3,0.93,38.38,63.88
2025-04-27,STORE_02,ITEM_BAKERY_02,Bakery,21,0,25.26,15.25,3,0.33,20.0,59.45
2025-04-27,STORE_02,ITEM_DAIRY_01,Dairy,73,0,61.77,36.41,7,1.64,41.91,75.48
2025-04-27,STORE_02,ITEM_DAIRY_02,Dairy,75,0,41.01,20.51,7,0.5,28.17,70.94
2025-04-27,STORE_02,ITEM_MEAT_01,Meat,28,0,196.72,125.7,5,5.1,130.18,116.91
2025-04-27,STORE_02,ITEM_MEAT_02,Meat,17,0,124.69,65.07,5,1.37,68.22,108.46
2025-04-27,STORE_02,ITEM_PRODUCE_01,Produce,65,0,32.91,16.74,4,0.61,22.06,65.79
2025-04-27,STORE_02,ITEM_PRODUCE_02,Produce,49,0,22.43,13.89,4,0.52,19.67,57.46
2025-04-27,STORE_03,ITEM_BAKERY_01,Bakery,29,0,50.03,33.44,3,0.93,39.57,65.46
2025-04-27,STORE_03,ITEM_BAKERY_02,Bakery,38,0,25.95,15.15,3,0.31,19.37,59.35
2025-04-27,STORE_03,ITEM_DAIRY_01,Dairy,85,0,64.93,36.49,7,1.62,42.26,73.08
2025-04-27,STORE_03,ITEM_DAIRY_02,Dairy,71,0,39.64,20.93,7,0.52,28.33,67.56
2025-04-27,STORE_03,ITEM_MEAT_01,Meat,49,0,199.57,125.41,5,4.8,125.87,115.38
2025-04-27,STORE_03,ITEM_MEAT_02,Meat,28,0,131.03,64.59,5,1.41,65.43,109.68
2025-04-27,STORE_03,ITEM_PRODUCE_01,Produce,43,0,32.74,16.39,4,0.62,23.33,66.91
2025-04-27,STORE_03,ITEM_PRODUCE_02,Produce,27,0,23.5,13.96,4,0.5,19.58,59.17
2025-04-27,STORE_04,ITEM_BAKERY_01,Bakery,38,0,48.57,33.34,3,0.95,39.8,65.0
2025-04-27,STORE_04,ITEM_BAKERY_02,Bakery,34,0,25.2,15.37,3,0.32,19.28,59.17
2025-04-27,STORE_04,ITEM_DAIRY_01,Dairy,79,0,60.1,35.76,7,1.64,42.31,75.33
2025-04-27,STORE_04,ITEM_DAIRY_02,Dairy,59,0,39.4,20.72,7,0.52,29.11,68.23
2025-04-27,STORE_04,ITEM_MEAT_01,Meat,42,0,187.99,124.61,5,4.94,126.3,117.71
2025-04-27,STORE_04,ITEM_MEAT_02,Meat,39,0,123.76,64.3,5,1.36,68.05,113.53
2025-04-27,STORE_04,ITEM_PRODUCE_01,Produce,46,0,33.42,16.41,4,0.61,22.71,65.52
2025-04-27,STORE_04,ITEM_PRODUCE_02,Produce,28,0,22.34,13.79,4,0.51,18.78,56.23
2025-04-27,STORE_05,ITEM_BAKERY_01,Bakery,18,0,49.42,33.43,3,0.9,39.68,66.21
2025-04-27,STORE_05,ITEM_BAKERY_02,Bakery,31,0,23.96,15.08,3,0.33,20.01,56.99
